Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
06/14/2022,06/15/2022,Red Hook,RH,18118.00,6120000.00,,257556,RT-qPCR - N1
06/14/2022,06/15/2022,Rockaway,RK,21102.00,13500000.00,,117991,RT-qPCR - N1
06/14/2022,06/15/2022,Tallman Island,TI,13271.00,5820000.00,,457817,RT-qPCR - N1
06/14/2022,06/15/2022,Wards Island,WI,23820.00,14600000.00,,1173448,RT-qPCR - N1
06/21/2022,06/22/2022,26th Ward,26W,24315.00,12400000.00,,318262,RT-qPCR - N1
06/21/2022,06/22/2022,Bowery Bay,BB,31744.00,12800000.00,,894311,RT-qPCR - N1
06/21/2022,06/22/2022,Coney Island,CI,40937.00,17900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
06/21/2022,06/22/2022,Hunts Point,HP,13054.00,7840000.00,,781885,RT-qPCR - N1
06/21/2022,06/22/2022,Jamaica Bay,JA,30046.00,11900000.00,,735054,RT-qPCR - N1
06/21/2022,06/22/2022,Newtown Creek,NC,16500.00,9110000.00,,1227810,RT-qPCR - N1
06/21/2022,06/22/2022,North River,NR,17455.00,9970000.00,,649549,RT-qPCR - N1
06/21/2022,06/22/2022,Oakwood Beach,OB,14219.00,6070000.00,,243910,RT-qPCR - N1
06/21/2022,06/22/2022,Owls Head,OH,34707.00,13100000.00,,923524,RT-qPCR - N1
06/21/2022,06/22/2022,Port Richmond,PR,15956.00,6460000.00,,224516,RT-qPCR - N1
06/21/2022,06/22/2022,Red Hook,RH,20920.00,7380000.00,,257556,RT-qPCR - N1
06/21/2022,06/22/2022,Rockaway,RK,5994.00,3650000.00,,117991,RT-qPCR - N1
06/21/2022,06/22/2022,Tallman Island,TI,27675.00,13500000.00,,457817,RT-qPCR - N1
06/21/2022,06/22/2022,Wards Island,WI,19549.00,11500000.00,,1173448,RT-qPCR - N1
06/26/2022,06/27/2022,26th Ward,26W,16149.00,7880000.00,,318262,RT-qPCR - N1
06/26/2022,06/27/2022,Bowery Bay,BB,32679.00,12000000.00,,894311,RT-qPCR - N1
06/26/2022,06/27/2022,Coney Island,CI,20363.00,8090000.00,,647635,RT-qPCR - N1
06/26/2022,06/27/2022,Hunts Point,HP,12546.00,7290000.00,,781885,RT-qPCR - N1
06/26/2022,06/27/2022,Jamaica Bay,JA,34498.00,13000000.00,,735054,RT-qPCR - N1
06/26/2022,06/27/2022,Newtown Creek,NC,22819.00,12100000.00,,1227810,RT-qPCR - N1
06/26/2022,06/27/2022,North River,NR,48596.00,27200000.00,,649549,RT-qPCR - N1
06/26/2022,06/27/2022,Oakwood Beach,OB,15143.00,6440000.00,,243910,RT-qPCR - N1
06/26/2022,06/27/2022,Owls Head,OH,19368.00,7070000.00,,923524,RT-qPCR - N1
06/26/2022,06/27/2022,Port Richmond,PR,13334.00,5400000.00,,224516,RT-qPCR - N1
06/26/2022,06/27/2022,Red Hook,RH,38645.00,14200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
06/26/2022,06/27/2022,Rockaway,RK,10723.00,6540000.00,,117991,RT-qPCR - N1
06/26/2022,06/27/2022,Tallman Island,TI,26014.00,11200000.00,,457817,RT-qPCR - N1
06/26/2022,06/27/2022,Wards Island,WI,16524.00,11800000.00,,1173448,RT-qPCR - N1
06/28/2022,06/29/2022,26th Ward,26W,16236.00,7920000.00,,318262,RT-qPCR - N1
06/28/2022,06/29/2022,Bowery Bay,BB,23498.00,8350000.00,,894311,RT-qPCR - N1
06/28/2022,06/29/2022,Coney Island,CI,9888.00,4450000.00,,647635,RT-qPCR - N1
06/28/2022,06/29/2022,Hunts Point,HP,7134.00,3830000.00,,781885,RT-qPCR - N1
06/28/2022,06/29/2022,Jamaica Bay,JA,24304.00,8890000.00,,735054,RT-qPCR - N1
06/28/2022,06/29/2022,Newtown Creek,NC,21464.00,11400000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
06/28/2022,06/29/2022,North River,NR,17167.00,10100000.00,,649549,RT-qPCR - N1
06/28/2022,06/29/2022,Oakwood Beach,OB,14096.00,5490000.00,,243910,RT-qPCR - N1
06/28/2022,06/29/2022,Owls Head,OH,9146.00,3340000.00,,923524,RT-qPCR - N1
06/28/2022,06/29/2022,Port Richmond,PR,25640.00,9940000.00,,224516,RT-qPCR - N1
06/28/2022,06/29/2022,Red Hook,RH,32002.00,11300000.00,,257556,RT-qPCR - N1
06/28/2022,06/29/2022,Rockaway,RK,10625.00,6140000.00,,117991,RT-qPCR - N1
06/28/2022,06/29/2022,Tallman Island,TI,14189.00,6920000.00,,457817,RT-qPCR - N1
06/28/2022,06/29/2022,Wards Island,WI,7199.00,4480000.00,,1173448,RT-qPCR - N1
07/05/2022,07/06/2022,26th Ward,26W,26906.00,12500000.00,,318262,RT-qPCR - N1
07/05/2022,07/06/2022,Bowery Bay,BB,41628.00,15300000.00,,894311,RT-qPCR - N1
07/05/2022,07/06/2022,Coney Island,CI,30215.00,11800000.00,,647635,RT-qPCR - N1
07/05/2022,07/06/2022,Hunts Point,HP,25710.00,14600000.00,,781885,RT-qPCR - N1
07/05/2022,07/06/2022,Jamaica Bay,JA,36944.00,13500000.00,,735054,RT-qPCR - N1
07/05/2022,07/06/2022,Newtown Creek,NC,19319.00,10400000.00,,1227810,RT-qPCR - N1
07/05/2022,07/06/2022,North River,NR,12202.00,6970000.00,,649549,RT-qPCR - N1
07/05/2022,07/06/2022,Oakwood Beach,OB,18617.00,7480000.00,,243910,RT-qPCR - N1
07/05/2022,07/06/2022,Owls Head,OH,12752.00,4860000.00,,923524,RT-qPCR - N1
07/05/2022,07/06/2022,Port Richmond,PR,23897.00,8860000.00,,224516,RT-qPCR - N1
07/05/2022,07/06/2022,Red Hook,RH,29750.00,10500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
07/05/2022,07/06/2022,Rockaway,RK,790.00,431000.00,,117991,RT-qPCR - N1
07/05/2022,07/06/2022,Tallman Island,TI,25896.00,11600000.00,,457817,RT-qPCR - N1
07/05/2022,07/06/2022,Wards Island,WI,14164.00,9780000.00,,1173448,RT-qPCR - N1
07/10/2022,07/11/2022,26th Ward,26W,8043.00,3830000.00,,318262,RT-qPCR - N1
07/10/2022,07/11/2022,Bowery Bay,BB,31166.00,11200000.00,,894311,RT-qPCR - N1
07/10/2022,07/11/2022,Coney Island,CI,24329.00,9670000.00,,647635,RT-qPCR - N1
07/10/2022,07/11/2022,Hunts Point,HP,10662.00,5730000.00,,781885,RT-qPCR - N1
07/10/2022,07/11/2022,Jamaica Bay,JA,25678.00,9650000.00,,735054,RT-qPCR - N1
07/10/2022,07/11/2022,Newtown Creek,NC,17197.00,8800000.00,,1227810,RT-qPCR - N1
07/10/2022,07/11/2022,North River,NR,23993.00,12700000.00,,649549,RT-qPCR - N1
07/10/2022,07/11/2022,Oakwood Beach,OB,25488.00,10000000.00,,243910,RT-qPCR - N1
07/10/2022,07/11/2022,Owls Head,OH,35116.00,12400000.00,,923524,RT-qPCR - N1
07/10/2022,07/11/2022,Port Richmond,PR,23554.00,8340000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224516,RT-qPCR - N1
07/10/2022,07/11/2022,Red Hook,RH,23739.00,8020000.00,,257556,RT-qPCR - N1
07/10/2022,07/11/2022,Rockaway,RK,11322.00,6540000.00,,117991,RT-qPCR - N1
07/10/2022,07/11/2022,Tallman Island,TI,26850.00,11100000.00,,457817,RT-qPCR - N1
07/10/2022,07/11/2022,Wards Island,WI,9080.00,5620000.00,,1173448,RT-qPCR - N1
07/12/2022,07/13/2022,26th Ward,26W,50547.00,24600000.00,,318262,RT-qPCR - N1
07/12/2022,07/13/2022,Bowery Bay,BB,50007.00,19700000.00,,894311,RT-qPCR - N1
07/12/2022,07/13/2022,Coney Island,CI,19225.00,7980000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
07/12/2022,07/13/2022,Hunts Point,HP,22025.00,11600000.00,,781885,RT-qPCR - N1
07/12/2022,07/13/2022,Jamaica Bay,JA,48783.00,17800000.00,,735054,RT-qPCR - N1
07/12/2022,07/13/2022,Newtown Creek,NC,20791.00,11900000.00,,1227810,RT-qPCR - N1
07/12/2022,07/13/2022,North River,NR,22556.00,13700000.00,,649549,RT-qPCR - N1
07/12/2022,07/13/2022,Oakwood Beach,OB,8993.00,3450000.00,,243910,RT-qPCR - N1
07/12/2022,07/13/2022,Owls Head,OH,19560.00,6980000.00,,923524,RT-qPCR - N1
07/12/2022,07/13/2022,Port Richmond,PR,24343.00,8620000.00,,224516,RT-qPCR - N1
07/12/2022,07/13/2022,Red Hook,RH,22469.00,8260000.00,,257556,RT-qPCR - N1
07/12/2022,07/13/2022,Rockaway,RK,8568.00,4950000.00,,117991,RT-qPCR - N1
07/12/2022,07/13/2022,Tallman Island,TI,42115.00,18100000.00,,457817,RT-qPCR - N1
07/12/2022,07/13/2022,Wards Island,WI,12922.00,8840000.00,,1173448,RT-qPCR - N1
07/17/2022,07/18/2022,26th Ward,26W,14947.00,7470000.00,,318262,RT-qPCR - N1
07/17/2022,07/18/2022,Bowery Bay,BB,23248.00,9150000.00,,894311,RT-qPCR - N1
07/17/2022,07/18/2022,Coney Island,CI,20367.00,8330000.00,,647635,RT-qPCR - N1
07/17/2022,07/18/2022,Hunts Point,HP,15929.00,8710000.00,,781885,RT-qPCR - N1
07/17/2022,07/18/2022,Jamaica Bay,JA,36970.00,13900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
07/17/2022,07/18/2022,Newtown Creek,NC,20167.00,10800000.00,,1227810,RT-qPCR - N1
07/17/2022,07/18/2022,North River,NR,20747.00,11100000.00,,649549,RT-qPCR - N1
07/17/2022,07/18/2022,Oakwood Beach,OB,4695.00,1870000.00,,243910,RT-qPCR - N1
07/17/2022,07/18/2022,Owls Head,OH,14147.00,5390000.00,,923524,RT-qPCR - N1
07/17/2022,07/18/2022,Port Richmond,PR,30199.00,11200000.00,,224516,RT-qPCR - N1
07/17/2022,07/18/2022,Red Hook,RH,14612.00,5370000.00,,257556,RT-qPCR - N1
07/17/2022,07/18/2022,Rockaway,RK,2996.00,2020000.00,,117991,RT-qPCR - N1
07/17/2022,07/18/2022,Tallman Island,TI,24965.00,14400000.00,,457817,RT-qPCR - N1
07/17/2022,07/18/2022,Wards Island,WI,12625.00,8630000.00,,1173448,RT-qPCR - N1
07/19/2022,07/20/2022,26th Ward,26W,20763.00,10600000.00,,318262,RT-qPCR - N1
07/19/2022,07/20/2022,Bowery Bay,BB,32181.00,12700000.00,,894311,RT-qPCR - N1
07/19/2022,07/20/2022,Coney Island,CI,27471.00,10900000.00,,647635,RT-qPCR - N1
07/19/2022,07/20/2022,Hunts Point,HP,10799.00,7210000.00,,781885,RT-qPCR - N1
07/19/2022,07/20/2022,Jamaica Bay,JA,31592.00,11600000.00,,735054,RT-qPCR - N1
07/19/2022,07/20/2022,Newtown Creek,NC,25142.00,14200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
07/19/2022,07/20/2022,North River,NR,19340.00,12100000.00,,649549,RT-qPCR - N1
07/19/2022,07/20/2022,Oakwood Beach,OB,7020.00,2770000.00,,243910,RT-qPCR - N1
07/19/2022,07/20/2022,Owls Head,OH,6934.00,2500000.00,,923524,RT-qPCR - N1
07/19/2022,07/20/2022,Port Richmond,PR,24262.00,8590000.00,,224516,RT-qPCR - N1
07/19/2022,07/20/2022,Red Hook,RH,24878.00,9140000.00,,257556,RT-qPCR - N1
07/19/2022,07/20/2022,Rockaway,RK,14577.00,9820000.00,,117991,RT-qPCR - N1
07/19/2022,07/20/2022,Tallman Island,TI,25978.00,14800000.00,,457817,RT-qPCR - N1
07/19/2022,07/20/2022,Wards Island,WI,9269.00,7680000.00,,1173448,RT-qPCR - N1
07/24/2022,07/25/2022,26th Ward,26W,11594.00,6620000.00,,318262,RT-qPCR - N1
07/24/2022,07/25/2022,Bowery Bay,BB,11987.00,4620000.00,,894311,RT-qPCR - N1
07/24/2022,07/25/2022,Coney Island,CI,17201.00,7340000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
07/24/2022,07/25/2022,Hunts Point,HP,21216.00,15900000.00,,781885,RT-qPCR - N1
07/24/2022,07/25/2022,Jamaica Bay,JA,14833.00,5500000.00,,735054,RT-qPCR - N1
07/24/2022,07/25/2022,Newtown Creek,NC,14230.00,7810000.00,,1227810,RT-qPCR - N1
07/24/2022,07/25/2022,North River,NR,12398.00,7510000.00,,649549,RT-qPCR - N1
07/24/2022,07/25/2022,Oakwood Beach,OB,4855.00,1880000.00,,243910,RT-qPCR - N1
07/24/2022,07/25/2022,Owls Head,OH,13820.00,4980000.00,,923524,RT-qPCR - N1
07/24/2022,07/25/2022,Port Richmond,PR,12974.00,4590000.00,,224516,RT-qPCR - N1
07/24/2022,07/25/2022,Red Hook,RH,13943.00,4920000.00,,257556,RT-qPCR - N1
07/24/2022,07/25/2022,Rockaway,RK,4833.00,2950000.00,,117991,RT-qPCR - N1
07/24/2022,07/25/2022,Tallman Island,TI,16760.00,9010000.00,,457817,RT-qPCR - N1
07/24/2022,07/25/2022,Wards Island,WI,8269.00,7600000.00,,1173448,RT-qPCR - N1
07/26/2022,07/27/2022,26th Ward,26W,9169.00,4800000.00,,318262,RT-qPCR - N1
07/26/2022,07/27/2022,Bowery Bay,BB,29832.00,11100000.00,,894311,RT-qPCR - N1
07/26/2022,07/27/2022,Coney Island,CI,19135.00,8280000.00,,647635,RT-qPCR - N1
07/26/2022,07/27/2022,Hunts Point,HP,16678.00,10400000.00,,781885,RT-qPCR - N1
07/26/2022,07/27/2022,Jamaica Bay,JA,24169.00,8840000.00,,735054,RT-qPCR - N1
07/26/2022,07/27/2022,Newtown Creek,NC,11434.00,6450000.00,,1227810,RT-qPCR - N1
07/26/2022,07/27/2022,North River,NR,4673.00,2830000.00,,649549,RT-qPCR - N1
07/26/2022,07/27/2022,Oakwood Beach,OB,7652.00,2920000.00,,243910,RT-qPCR - N1
07/26/2022,07/27/2022,Owls Head,OH,8665.00,3130000.00,,923524,RT-qPCR - N1
07/26/2022,07/27/2022,Port Richmond,PR,32037.00,11900000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224516,RT-qPCR - N1
07/26/2022,07/27/2022,Red Hook,RH,18258.00,6440000.00,,257556,RT-qPCR - N1
07/26/2022,07/27/2022,Rockaway,RK,10388.00,6670000.00,,117991,RT-qPCR - N1
07/26/2022,07/27/2022,Tallman Island,TI,22115.00,13000000.00,,457817,RT-qPCR - N1
07/26/2022,07/27/2022,Wards Island,WI,9565.00,6970000.00,,1173448,RT-qPCR - N1
07/31/2022,08/01/2022,26th Ward,26W,18484.00,10600000.00,,318262,RT-qPCR - N1
07/31/2022,08/01/2022,Bowery Bay,BB,25514.00,11900000.00,,894311,RT-qPCR - N1
07/31/2022,08/01/2022,Coney Island,CI,17436.00,7130000.00,,647635,RT-qPCR - N1
07/31/2022,08/01/2022,Hunts Point,HP,12406.00,9250000.00,,781885,RT-qPCR - N1
07/31/2022,08/01/2022,Jamaica Bay,JA,26083.00,10200000.00,,735054,RT-qPCR - N1
07/31/2022,08/01/2022,Newtown Creek,NC,18320.00,11500000.00,,1227810,RT-qPCR - N1
07/31/2022,08/01/2022,North River,NR,11585.00,7830000.00,,649549,RT-qPCR - N1
07/31/2022,08/01/2022,Oakwood Beach,OB,13395.00,5070000.00,,243910,RT-qPCR - N1
07/31/2022,08/01/2022,Owls Head,OH,41732.00,17800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
07/31/2022,08/01/2022,Port Richmond,PR,21105.00,9250000.00,,224516,RT-qPCR - N1
07/31/2022,08/01/2022,Red Hook,RH,11848.00,4530000.00,,257556,RT-qPCR - N1
07/31/2022,08/01/2022,Rockaway,RK,7688.00,4930000.00,,117991,RT-qPCR - N1
07/31/2022,08/01/2022,Tallman Island,TI,19265.00,8920000.00,,457817,RT-qPCR - N1
07/31/2022,08/01/2022,Wards Island,WI,7598.00,5810000.00,,1173448,RT-qPCR - N1
08/02/2022,08/03/2022,26th Ward,26W,26185.00,12800000.00,,318262,RT-qPCR - N1
08/02/2022,08/03/2022,Bowery Bay,BB,27351.00,10200000.00,,894311,RT-qPCR - N1
08/02/2022,08/03/2022,Coney Island,CI,22741.00,8770000.00,,647635,RT-qPCR - N1
08/02/2022,08/03/2022,Hunts Point,HP,9907.00,6090000.00,,781885,RT-qPCR - N1
08/02/2022,08/03/2022,Jamaica Bay,JA,28404.00,10200000.00,,735054,RT-qPCR - N1
08/02/2022,08/03/2022,Newtown Creek,NC,20401.00,11500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
08/02/2022,08/03/2022,North River,NR,24968.00,15100000.00,,649549,RT-qPCR - N1
08/02/2022,08/03/2022,Oakwood Beach,OB,30531.00,11800000.00,,243910,RT-qPCR - N1
08/02/2022,08/03/2022,Owls Head,OH,26564.00,9260000.00,,923524,RT-qPCR - N1
08/02/2022,08/03/2022,Port Richmond,PR,22636.00,8780000.00,,224516,RT-qPCR - N1
08/02/2022,08/03/2022,Red Hook,RH,18667.00,6040000.00,,257556,RT-qPCR - N1
08/02/2022,08/03/2022,Rockaway,RK,5015.00,3060000.00,,117991,RT-qPCR - N1
08/02/2022,08/03/2022,Tallman Island,TI,27063.00,12500000.00,,457817,RT-qPCR - N1
08/02/2022,08/03/2022,Wards Island,WI,10801.00,8290000.00,,1173448,RT-qPCR - N1
08/07/2022,08/08/2022,26th Ward,26W,11864.00,6490000.00,,318262,RT-qPCR - N1
08/07/2022,08/08/2022,Bowery Bay,BB,12852.00,7290000.00,,894311,RT-qPCR - N1
08/07/2022,08/08/2022,Coney Island,CI,8844.00,3620000.00,,647635,RT-qPCR - N1
08/07/2022,08/08/2022,Hunts Point,HP,16268.00,10700000.00,,781885,RT-qPCR - N1
08/07/2022,08/08/2022,Jamaica Bay,JA,17267.00,6490000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
08/07/2022,08/08/2022,Newtown Creek,NC,5860.00,3960000.00,,1227810,RT-qPCR - N1
08/07/2022,08/08/2022,North River,NR,11850.00,7250000.00,,649549,RT-qPCR - N1
08/07/2022,08/08/2022,Oakwood Beach,OB,7494.00,2920000.00,,243910,RT-qPCR - N1
08/07/2022,08/08/2022,Owls Head,OH,25547.00,9420000.00,,923524,RT-qPCR - N1
08/07/2022,08/08/2022,Port Richmond,PR,13941.00,5640000.00,,224516,RT-qPCR - N1
08/07/2022,08/08/2022,Red Hook,RH,15902.00,7010000.00,,257556,RT-qPCR - N1
08/07/2022,08/08/2022,Rockaway,RK,5847.00,3380000.00,,117991,RT-qPCR - N1
08/07/2022,08/08/2022,Tallman Island,TI,34008.00,18000000.00,,457817,RT-qPCR - N1
08/07/2022,08/08/2022,Wards Island,WI,7262.00,6180000.00,,1173448,RT-qPCR - N1
08/09/2022,08/10/2022,26th Ward,26W,11952.00,6680000.00,Low standard curve efficiency (62%),318262,RT-qPCR - N1
08/09/2022,08/10/2022,Bowery Bay,BB,38189.00,15500000.00,Low standard curve efficiency (62%),894311,RT-qPCR - N1
08/09/2022,08/10/2022,Coney Island,CI,13295.00,5280000.00,Low standard curve efficiency (62%),647635,RT-qPCR - N1
08/09/2022,08/10/2022,Hunts Point,HP,12053.00,8990000.00,Low standard curve efficiency (62%),781885,RT-qPCR - N1
08/09/2022,08/10/2022,Jamaica Bay,JA,26343.00,9630000.00,Low standard curve efficiency (62%),735054,RT-qPCR - N1
08/09/2022,08/10/2022,Newtown Creek,NC,6832.00,4070000.00,Low standard curve efficiency (62%),1227810,RT-qPCR - N1
08/09/2022,08/10/2022,North River,NR,9353.00,6430000.00,Low standard curve efficiency (62%),649549,RT-qPCR - N1
08/09/2022,08/10/2022,Oakwood Beach,OB,14456.00,5340000.00,Low standard curve efficiency (62%),243910,RT-qPCR - N1
08/09/2022,08/10/2022,Owls Head,OH,22159.00,7900000.00,Low standard curve efficiency (62%),923524,RT-qPCR - N1
08/09/2022,08/10/2022,Port Richmond,PR,6277.00,2430000.00,Low standard curve efficiency (62%),224516,RT-qPCR - N1
08/09/2022,08/10/2022,Red Hook,RH,10097.00,3860000.00,Low standard curve efficiency (62%),257556,RT-qPCR - N1
08/09/2022,08/10/2022,Rockaway,RK,4302.00,2620000.00,Low standard curve efficiency (62%),117991,RT-qPCR - N1
08/09/2022,08/10/2022,Tallman Island,TI,27283.00,14000000.00,Low standard curve efficiency (62%),457817,RT-qPCR - N1
08/09/2022,08/10/2022,Wards Island,WI,7814.00,7460000.00,Low standard curve efficiency (62%),1173448,RT-qPCR - N1
08/14/2022,08/15/2022,26th Ward,26W,10921.00,5460000.00,,318262,RT-qPCR - N1
08/14/2022,08/15/2022,Bowery Bay,BB,17478.00,6440000.00,,894311,RT-qPCR - N1
08/14/2022,08/15/2022,Coney Island,CI,13710.00,5770000.00,,647635,RT-qPCR - N1
08/14/2022,08/15/2022,Hunts Point,HP,15177.00,8670000.00,,781885,RT-qPCR - N1
08/14/2022,08/15/2022,Jamaica Bay,JA,17475.00,6390000.00,,735054,RT-qPCR - N1
08/14/2022,08/15/2022,Newtown Creek,NC,13211.00,7050000.00,,1227810,RT-qPCR - N1
08/14/2022,08/15/2022,North River,NR,15239.00,8530000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",649549,RT-qPCR - N1
08/14/2022,08/15/2022,Oakwood Beach,OB,12517.00,4780000.00,,243910,RT-qPCR - N1
08/14/2022,08/15/2022,Owls Head,OH,19277.00,6640000.00,,923524,RT-qPCR - N1
08/14/2022,08/15/2022,Port Richmond,PR,12827.00,4760000.00,,224516,RT-qPCR - N1
08/14/2022,08/15/2022,Red Hook,RH,12171.00,4470000.00,,257556,RT-qPCR - N1
08/14/2022,08/15/2022,Rockaway,RK,6447.00,4140000.00,,117991,RT-qPCR - N1
08/14/2022,08/15/2022,Tallman Island,TI,6726.00,2730000.00,,457817,RT-qPCR - N1
08/14/2022,08/15/2022,Wards Island,WI,10186.00,6470000.00,,1173448,RT-qPCR - N1
08/16/2022,08/17/2022,26th Ward,26W,11326.00,5660000.00,,318262,RT-qPCR - N1
08/16/2022,08/17/2022,Bowery Bay,BB,26661.00,10300000.00,,894311,RT-qPCR - N1
08/16/2022,08/17/2022,Coney Island,CI,9349.00,3880000.00,,647635,RT-qPCR - N1
08/16/2022,08/17/2022,Hunts Point,HP,13211.00,7040000.00,,781885,RT-qPCR - N1
08/16/2022,08/17/2022,Jamaica Bay,JA,18287.00,6500000.00,,735054,RT-qPCR - N1
08/16/2022,08/17/2022,Newtown Creek,NC,14817.00,8450000.00,,1227810,RT-qPCR - N1
08/16/2022,08/17/2022,North River,NR,14261.00,8390000.00,,649549,RT-qPCR - N1
08/16/2022,08/17/2022,Oakwood Beach,OB,25484.00,9490000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
08/16/2022,08/17/2022,Owls Head,OH,21329.00,7690000.00,,923524,RT-qPCR - N1
08/16/2022,08/17/2022,Port Richmond,PR,19505.00,8220000.00,,224516,RT-qPCR - N1
08/16/2022,08/17/2022,Red Hook,RH,13090.00,4420000.00,Sample exhibited unusual (redish) color upon arrival.,257556,RT-qPCR - N1
08/16/2022,08/17/2022,Rockaway,RK,6368.00,4090000.00,,117991,RT-qPCR - N1
08/16/2022,08/17/2022,Tallman Island,TI,18803.00,7930000.00,,457817,RT-qPCR - N1
08/16/2022,08/17/2022,Wards Island,WI,6073.00,4020000.00,,1173448,RT-qPCR - N1
08/21/2022,08/22/2022,26th Ward,26W,13662.00,6990000.00,Low standard curve efficiency (68%),318262,RT-qPCR - N1
08/21/2022,08/22/2022,Bowery Bay,BB,31101.00,10900000.00,Low standard curve efficiency (68%),894311,RT-qPCR - N1
08/21/2022,08/22/2022,Coney Island,CI,16349.00,6780000.00,Low standard curve efficiency (68%),647635,RT-qPCR - N1
08/21/2022,08/22/2022,Hunts Point,HP,15354.00,8330000.00,Low standard curve efficiency (68%),781885,RT-qPCR - N1
08/21/2022,08/22/2022,Jamaica Bay,JA,21872.00,7880000.00,Low standard curve efficiency (68%),735054,RT-qPCR - N1
08/21/2022,08/22/2022,Newtown Creek,NC,10009.00,5280000.00,Low standard curve efficiency (68%),1227810,RT-qPCR - N1
08/21/2022,08/22/2022,North River,NR,17483.00,9580000.00,Low standard curve efficiency (68%),649549,RT-qPCR - N1
08/21/2022,08/22/2022,Oakwood Beach,OB,3871.00,1490000.00,Low standard curve efficiency (68%),243910,RT-qPCR - N1
08/21/2022,08/22/2022,Owls Head,OH,32115.00,11800000.00,Low standard curve efficiency (68%),923524,RT-qPCR - N1
08/21/2022,08/22/2022,Port Richmond,PR,18150.00,6730000.00,Low standard curve efficiency (68%),224516,RT-qPCR - N1
08/21/2022,08/22/2022,Red Hook,RH,6568.00,2410000.00,Low standard curve efficiency (68%),257556,RT-qPCR - N1
08/21/2022,08/22/2022,Rockaway,RK,11180.00,6460000.00,Low standard curve efficiency (68%),117991,RT-qPCR - N1
08/21/2022,08/22/2022,Tallman Island,TI,21485.00,8880000.00,Low standard curve efficiency (68%),457817,RT-qPCR - N1
08/21/2022,08/22/2022,Wards Island,WI,11759.00,7320000.00,Low standard curve efficiency (68%),1173448,RT-qPCR - N1
08/23/2022,08/24/2022,26th Ward,26W,10291.00,5260000.00,,318262,RT-qPCR - N1
08/23/2022,08/24/2022,Bowery Bay,BB,24390.00,8670000.00,,894311,RT-qPCR - N1
08/23/2022,08/24/2022,Coney Island,CI,10248.00,4190000.00,,647635,RT-qPCR - N1
08/23/2022,08/24/2022,Hunts Point,HP,14963.00,8110000.00,,781885,RT-qPCR - N1
08/23/2022,08/24/2022,Jamaica Bay,JA,27856.00,9750000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
08/23/2022,08/24/2022,Newtown Creek,NC,16127.00,9000000.00,,1227810,RT-qPCR - N1
08/23/2022,08/24/2022,North River,NR,9775.00,5700000.00,,649549,RT-qPCR - N1
08/23/2022,08/24/2022,Oakwood Beach,OB,8656.00,3430000.00,,243910,RT-qPCR - N1
08/23/2022,08/24/2022,Owls Head,OH,25837.00,8900000.00,,923524,RT-qPCR - N1
08/23/2022,08/24/2022,Port Richmond,PR,11731.00,4350000.00,,224516,RT-qPCR - N1
08/23/2022,08/24/2022,Red Hook,RH,10918.00,4010000.00,,257556,RT-qPCR - N1
08/23/2022,08/24/2022,Rockaway,RK,5051.00,2920000.00,,117991,RT-qPCR - N1
08/23/2022,08/24/2022,Tallman Island,TI,19867.00,8540000.00,,457817,RT-qPCR - N1
08/23/2022,08/24/2022,Wards Island,WI,8024.00,5000000.00,,1173448,RT-qPCR - N1
08/28/2022,08/29/2022,26th Ward,26W,5479.00,2740000.00,,318262,RT-qPCR - N1
